time_stemp,temperature,humidity,fire_state
20250528_023252,27.1,72,0
20250528_023257,27.1,72,0
20250528_023302,27.1,72,0
20250528_023307,27.1,72,0
20250528_023312,27.1,72,0
20250528_023330,27.1,72,0
20250528_023335,27.1,72,0
20250528_023340,27.1,72,0
