time_stemp,temperature,humidity,fire_state
00:43:54,33.0,68.0,1.0
00:43:56,33.0,68.0,1.0
00:43:58,33.0,68.0,1.0
00:44:00,33.0,68.0,1.0
00:44:02,33.0,68.0,1.0
00:44:04,33.0,68.0,1.0
00:44:06,33.0,68.0,1.0
00:44:08,33.0,68.0,1.0
00:44:10,33.0,68.0,1.0
00:44:12,33.0,68.0,1.0
00:44:14,33.0,68.0,1.0
00:44:16,33.0,69.0,1.0
00:44:18,33.0,69.0,1.0
00:44:20,33.0,69.0,1.0
00:44:22,33.0,69.0,1.0
00:44:24,33.0,68.0,1.0
00:44:26,33.0,68.0,1.0
00:44:28,33.0,68.0,1.0
00:44:30,33.0,68.0,1.0
00:44:32,33.0,68.0,1.0
00:44:34,33.0,68.0,1.0
00:44:36,33.0,68.0,1.0
00:44:38,33.0,68.0,1.0
00:44:40,33.0,68.0,1.0
00:44:42,33.0,68.0,1.0
00:44:44,33.0,68.0,1.0
00:44:46,33.0,68.0,1.0
00:44:48,33.0,68.0,1.0
00:44:50,33.0,68.0,1.0
00:44:52,33.0,69.0,1.0
00:44:54,33.0,69.0,1.0
00:44:56,33.0,69.0,1.0
00:44:58,33.0,69.0,1.0
00:45:00,33.0,68.0,1.0
00:45:03,33.0,68.0,1.0
00:45:05,33.0,68.0,1.0
00:45:07,33.0,69.0,1.0
00:45:09,33.0,69.0,1.0
00:45:11,33.0,69.0,1.0
00:45:13,33.0,69.0,1.0
00:45:15,33.0,69.0,1.0
00:45:17,33.0,69.0,1.0
00:45:19,33.0,69.0,1.0
00:45:21,33.0,69.0,1.0
00:45:23,33.0,69.0,1.0
00:45:25,33.0,69.0,1.0
00:45:27,33.0,69.0,1.0
