time_stemp,temperature,humidity,fire_state
20250607_092909,31.6,80,0
20250607_092914,31.5,80,0
20250607_092919,31.5,80,0
20250607_092924,31.6,80,0
20250607_092929,31.6,80,0
20250607_092934,31.5,80,0
20250607_092939,31.6,80,0
