time_stemp,temperature(°C),humidity,fire_state
20250523_003803,30.5,83,0
20250523_003806,30.5,83,0
20250523_003809,30.5,83,0
20250523_003812,30.5,83,0
20250523_003815,30.5,83,0
20250523_003818,30.5,83,0
20250523_003821,30.5,83,0
20250523_003824,30.5,83,0
20250523_003827,30.5,83,0
20250523_003830,30.5,83,0
20250523_003833,30.5,83,0
20250523_003836,30.5,83,0
