time_stemp,temperature(°C),humidity,fire_state
20250517_100100,29.9,80,0
20250517_100103,29.9,80,0
20250517_100106,29.9,80,0
20250517_100109,29.9,80,0
20250517_100112,29.9,80,0
20250517_100115,30.0,80,0
20250517_100118,30.0,81,0
20250517_100121,30.0,81,1
20250517_100124,30.0,80,0
20250517_103646,30.0,80,0
20250517_103649,30.0,80,0
20250517_103652,30.0,80,0
