time_stemp,temperature,humidity,fire_state
20250526_020443,26.7,59,0
20250526_020448,26.7,59,0
20250526_020453,26.7,59,0
20250526_020458,26.7,59,0
20250526_020503,26.7,59,0
20250526_020508,26.7,59,0
20250526_020513,26.7,59,0
20250526_020518,26.7,59,0
