time_stemp,temperature,humidity,fire_state
12:40:53,29.0,74.0,1.0
12:40:55,29.0,74.0,1.0
12:40:57,29.0,74.0,1.0
12:40:59,29.0,74.0,1.0
12:41:01,29.0,74.0,1.0
12:41:03,29.0,74.0,0.0
12:41:05,29.0,74.0,1.0
12:41:07,29.0,74.0,1.0
12:41:12,29.0,74.0,1.0
12:41:14,29.0,74.0,1.0
12:41:16,29.0,74.0,1.0
12:41:20,29.0,74.0,1.0
12:41:22,29.0,74.0,1.0
12:41:24,29.0,74.0,1.0
12:41:28,29.0,74.0,1.0
12:41:30,29.0,74.0,1.0
12:41:32,29.0,74.0,1.0
12:41:34,29.0,74.0,1.0
12:41:36,29.0,74.0,1.0
12:41:38,29.0,75.0,1.0
12:41:40,29.0,75.0,1.0
12:41:42,29.0,75.0,0.0
12:41:44,29.0,75.0,0.0
12:41:46,29.0,75.0,0.0
12:41:48,29.0,75.0,0.0
12:41:50,29.0,75.0,0.0
12:41:52,29.0,75.0,0.0
12:41:54,29.0,75.0,1.0
12:41:56,29.0,75.0,0.0
